,Date,Tweets,Prices
9226,2015-04-06,Hope I win this iPad mini from ValueWalk AAPL httptco409JVXWBHG httptcogmoGkUHyWK,31
9227,2015-04-06,ReTw TheGreatGama Bc the US economy depends on it AAPL store wait times 1hr in China and HK httptcoZJoVQbRgIY,31
9228,2015-04-06,QQQ News 10 Charts Every Options Investor Needs To See This Week AAPL QQQ  httptcoA7JEEJTX6d  Quote httpstcokmic4Nn6Dl,31
9229,2015-04-06,RT CBOE Actives on open  CBOE AAPL TSLA JNJ PBR RIG GOOG AA RAD GOOG AA RABX,31
9230,2015-04-06,Apple Inc NASDAQAAPL Expects to Make Bundles of Money with the Launch of the 6C  httptcoxzjf5GtKPZ AAPL,31
9231,2015-04-06,THE BINARY OPTIONS COMPETITION WIN 100000 httptcoQEwKoFFlNt LNKD AAPL GOOGL GOOLD bones options forex forextrading Bonus,31
9232,2015-04-06,And we were freakin out this weekend aw shucks Good luck all SPY SPX SPXU ESF SPXL SPXS STUDY AAPL BRKB JNJ MSFT PFE XOM,31
9233,2015-04-06,WowAAPL singlehandedly punishing felons in the construction trade bars them from working on its new campus httptcoEqjPlPiBxf,31
9234,2015-04-06,Hoy Apple Inc AAPL cerr a 12735,31
9235,2015-04-06,RT Hedgology Dow tumble from jobs report but the market realized Apple Watch preorders are on Friday so its all goodAAPL httpt,31
9236,2015-04-06,Company Shares of Apple Inc Rally 168 httptconv9yXyutP6 AAPL,31
9237,2015-04-06,GE News Why Dividend Growth Investing Might Not Be For You AAPL APPLE COP  httptcoplZppBjBC5  Quote httpstcod1dfD11nFD,31
9238,2015-04-06,GE News Why Dividend Growth Investing Might Not Be For You AAPL APPLE COP  httptcoZDaJVJuoM3  Quote httpstcoyrAtcNCT88,31
9239,2015-04-06,COP CVX News Why Dividend Growth Investing Might Not Be For You AAPL APPLE httptco09KIN3vkz8  Quote httpstco3dIFy4cvo9,31
9240,2015-04-06,Hope I win this iPad mini from ValueWalk AAPL httptcoZmWyrBMied httptcoKBXJTSX9kX,31
9241,2015-04-06,RT ILCtsxv Why Invest In Lithium Warren Buffett To Chase Tesla Gigafactory With BYD httpstco0HX8Hoh2Ql ILHMF TRRXF LIT AAPL ,31
9242,2015-04-07,toptickertweets SPY AAPL FB USD FDX TWTR DAX GOOG TSLA NXTD sentiquant 20150407 100004930,31
9243,2015-04-07,Hope I win this iPad mini from ValueWalk AAPL httptco2rw5MWfXJV httptcoHiHbvph8mp,31
9244,2015-04-07,Ill pick AAPL FastMoneyMadness CNBCFastMoney MelissaLeeCNBC,31
9245,2015-04-07,RT CherryRasulka Hope I win this iPad mini from ValueWalk AAPL httptcomolaCpzKRc httptcoCIcoMBppod,31
9246,2015-04-07,AAPL Sorry gals and guys but lunch is going to be at the office today GPRO,31
9247,2015-04-07,AAPL  1 Critical Apple Watch Number Investors Should Watch httptcoBhCchVGULW,31
9248,2015-04-07,Free Video Trading Psychology Series Ignorance httptcoBlVFeFv02r trading startups stock AAPL money investor angel,31
9249,2015-04-07,RT PipsToDollars Just roll your aapl calls to next week or get monthlyAAPL will rise again and see 130 with sales numbers from the w,31
9250,2015-04-07,Clues to AAPL direction httptco0YCvzoj0JJ,31
9251,2015-04-07,MSFT AAPLMicrosoft Corporation NASDAQMSFT Is Going To Launch A httptcoVsnkBlaXWU,31
9252,2015-04-07,Pharrell shows shows off Apple Watch on The Voice as Tim Cook wears it to httptco3XXAjOT0AG 9to5Mac AAPL httptcoVbiSkRUkGZ,31
9253,2015-04-07,Commented on StockTwits EPAM was the best IMHO not AAPL Each one has different thoughtsviews httptcoTlWxNW2ddS,31
9254,2015-04-07,think id take profits on AAPL first 15 minutes and look for a better entry around 1111 45,31
9255,2015-04-07,AAPL  This Country Loves the iPhone More Than the United States Hint Its Not China httptcoOz2eSSIjDi,31
9256,2015-04-07,THCZ Is One Of The Best Penny Stocks With Over 700 Gains In 2 Months Huge News httptcoHKs1JUWRrN TRX AAPL GOOG,31
9257,2015-04-07,RT DownSideFirst Strong Earnings To Drive April Dividend Hike At Apple AAPL httptcokGwW38aHuc,31
9258,2015-04-07,Did SullyCNBC get it right He picked FB in FastMoneyMadness And you AAPL or FB Tweet CNBCFastMoney Your vote decides the winner,31
9259,2015-04-07,ERII 11 spike TSLA BITA KITE AAPL also very bullish amp moving higher SPY,31
9260,2015-04-08,AAPL inching down Not bad guidance I gave about its upper limit,31
9261,2015-04-08,AAPL  Apple Watch Review The Smartwatch Finally Makes Sense httptcoFl04rqhOyZ,31
9262,2015-04-08,AAPL yup uup,31
9263,2015-04-08,AAPL  3 Promising Retail Stocks Trading Under 10 httptcoSoZLqn4GbK,31
9264,2015-04-08,MrTopStep I still cannot find one person with an iPhone that plans on buying the watch AAPL,31
9265,2015-04-08,AAPL GOOG A major snub from Apple could boost Googles revenue by billions httptcohHanzMeHiv stocks trading,31
9266,2015-04-08,AAPL  Apple Watch reviews arrive SocGen downgrades to Hold httptco7GyWiD1e0A,31
9267,2015-04-08,Drop your AAPL Earn 6 per month with our Top 10 Hedge Fund Artificial Intelligence   USD  QQQ httptcoOoVnPww7BW,31
9268,2015-04-08,RT MarketWatch Plan ahead Heres how to get your hands on an Apple Watch httptcoqHiISt0bgH AAPL httptcotBswIGw32w,31
9269,2015-04-08,AAPLUS Apple ATampT VZW Seek Exceptional Fees In Adaptix IP Row APPLE INC  httptcoLIRiVgJ7zE SP500,31
9270,2015-04-08,Got ShirtApple AAPL httptcolXRG0w787L,31
9271,2015-04-08,Our HalftimeReport Energy Summit continues today with Goldmans Jeff Currie  Plus WaltBTIG talks TWTR and we trade the AAPL downgrade,31
9272,2015-04-08,TODAY  ALIENS ROBOTS amp CONSPIRACY THEORY httptcoJaWNABxnQ5 SPY QQQ DIA VXX GLD ALIENS robots conspiracytheory doomsday AAPL,31
9273,2015-04-08,RT Sentiquant toptickertweets HERO SPY AAPL TSLA TWTR FXI DWTI UWTI MYL BABA sentiquant 20150408 160004816,31
9274,2015-04-08,Dow Stocks Trend CVX IBM MMM GS JPM KO PFE BA MSFT XOM AAPL MCD GE HD V UTX DD VZ JNJ CAT   httptcoTvzJfd0RGT,31
9275,2015-04-08,A look at our series of technical reports for Apple httptcomEUocWNTOn AAPL Apple,31
9276,2015-04-08,APPLE Technicals  Daily Levels AAPL aapl httptcoBqTxpjCzDc,31
9277,2015-04-08,RT CMLVisualFeed Largest Information Technology Return on Assets1 AAPL2 V3 GOOGLFull Chart httptcodUsaYtrmlX CML,31
9278,2015-04-08,TSLA Poached At Least 150 AAPL Engineers  Musk Learned from Jobs Talent First  httptcozeGSXTssQQ  httptco5e2jdlMVQI,31
9279,2015-04-08,RT BroncoStocks Pretty sure in the future doctors will say lets check his vitals hurry and look at his APPLE WATCH AAPL long retweet,31
9280,2015-04-08,Me thinks go short AAPL NFLX PCLN FB GOOGL LNKD We share our opinion here httptcohuaLsH8iDZ,31
9281,2015-04-08,Why The Apple Watch Is Blocked In Switzerland AAPL  httptcotv0YOEqJha httptco9muJvplz4R,31
9282,2015-04-08,RT WSJ From Target to Flipboard some of the first wave of apps for Apple Watch httptco62KGQrbSpS AAPL httptcorW5v7I15xj,31
9283,2015-04-09,moneymorning AppleWatch reviews coming in mixed but AAPL expects demand to outstrip supply And you gotta love the fat margins ido,31
9284,2015-04-09,Maps in iOS 83 lets business owners claim POIs removes TripAdvisor and httptcoTvQyQxZOHE AppleInsider AAPL,31
9285,2015-04-09,Gain from movement in these buzzing assets Nasdaq AAPL EURUSD httptcomfHk81aDQ5,31
9286,2015-04-09,MS Morgan Stanley Facebook Payments May Help V Visa amp MA MasterCard Investors More FB GOOG MA BAC JPM AAPL httptcoV0teW4vpky,31
9287,2015-04-09,RT WSJ The Apple Watch isnt just a tiny iPhone A tip sheet on how to use the new smartwatch httptco2XdBnGWWZ3 AAPL httptcoT,31
9288,2015-04-09,RT megadave5000 AAPL come on baby just a bit more httptcoEk0gFTX7O3,31
9289,2015-04-09,RT chessNwine NEW POST Lunchtime Charts  httptco3UC3bBVoLO AAPL IYR QQQ SPY TLT,31
9290,2015-04-09,RT QQQ trading 10 bpts below FV Subject to Stat Arbs CORRECTION PT 10730 GOOG BABA GPRO NFLX FB AAPL TSLA HFT Quant,31
9291,2015-04-09,9 awesome iOS8 features that can help your business  httptcoprTrOFQGR4   AAPL httptcomOzjLdZfBH,31
9292,2015-04-09,brucebinler AAPL lololol,31
9293,2015-04-09,last three days buy options in opposite direction of first 30 minutes of AAPL tape nice pattern,31
9294,2015-04-09,AAPL Watch Orders Exclusively Online at Launch Demand Expected to Exceed Supply httptco67sUlWcQF2 Excitement not reflected in stock,31
9295,2015-04-09,Not sure shareholders will agree with this line of thinking AAPL AppleWatch whartonknows  httpstcowFUq7aVhpA,31
9296,2015-04-09,You Want the Apple Watch to Succeed  Wired httptco39n5wfDIbm Apple  AAPL httptcoTN71sBmrQB,31
9297,2015-04-09,The new MacBook is the future of laptops Our review AAPL httptcoQQBqWUhsPZ via mashable,31
9298,2015-04-09,Clorox quickly apologized for unfortunate emoji tweet but not before backlash httptcoQNhktQLOhn CLX AAPL httptcoI8Pa5yet90,31
9299,2015-04-09,applenws dealing with continued issues with expansion of applenws Pay AAPL TRI httptcob4C6TaZ2AU httptco5CNpf8m06v,31
9300,2015-04-09,AAPL stock content charts analysis amp more    Free    httptcoGxDFLRSsG4,31
9301,2015-04-09,Gain from movement in these buzzing assets AAPL EURUSD httptcoPhbPsifpDK,31
9302,2015-04-09,Nolerman But AAPL closes at 12820  Nolerman httptcoFj17lAPxNB,31
9303,2015-04-09,Disney reportedly playing hardball with Apple over its TV service  Business Insider httptco4RSo6y7RVh DIS AAPL CMCSA,31
9304,2015-04-09,Ditch your AAPL Earn 6 per month using our Top 10 Hedge Fund Artificial Intelligence  httptcokR0C8PwuDa SPY QQQ SNBC,31
9305,2015-04-09,Thursday Morning Market Video httptcoEYkEs4Axts Covering WYNN GPRO AMZN SSYS DDD TSLA SCTY TLT YHOO AAPL SPY USO,31
9306,2015-04-09,all the older people on business and CNBC are negative on the AAPL Watch saying its too hard to use Battery life short  Thank you,31
9307,2015-04-09,RT WSJ From Target to Flipboard some of the first wave of apps for Apple Watch httptco62KGQrbSpS AAPL httptcorW5v7I15xj,31
9308,2015-04-09,mims use my AAPL watch to take your drone,31
9309,2015-04-09,Wearables will gain ground in workplace says new report httptco1BIxlSC9IG IBDBlogs via IBDinvestors  AAPL GOOGL CRM MSFT VUZI,31
9310,2015-04-09,RT stockwire24 Apple Inc AAPL iOS To Potentially Become A Hub For Piracy With The  AAPL httptcoUMnLym4Mfx,31
9311,2015-04-09,Alibaba Makes Strong Push Into Mobile Ecommerce and Search by Sapphirecover24BABA BIDU GOOG AAPL AMZN EBAY httpstcoeN4hDP9bOd,31
9312,2015-04-10,AAPL cloudTopics trending right now httptco9sTVToGedr,31
9313,2015-04-10,Evolution  moving from long lines to buy the latest Apple product to long lines to try a product that should ship     AAPL,31
9314,2015-04-10,RT andrewjbryk AAPL rn httptcoUNpZT78Ab0,31
9315,2015-04-10,RT WSJ Thinking about getting an Apple Watch Answers to common questions httptcot8qeMQa1dl AAPL httptcoSp4e8tiMhE,31
9316,2015-04-10,AAPL stc APR2 15 126 Cs  103  Position Closed 6885,31
9317,2015-04-10,RT StockNewsWires AAPLHere are the latest Apple Watch wait timeshttptcoe2BRdvO8RG,31
9318,2015-04-10,RT VonettaLogan Hahahaha up at 4 AM to order AAPL watch On backorder until June Tell me again how no one wants one httptco5FoOl9,31
9319,2015-04-10,RT Benzinga Best way to end a week is wMarkYusko MarketProphit  TJAnderson1 talking GE NFLX AAPL ampmore on PreMraket Prep httpt,31
9320,2015-04-10,Track trending assets in 1 watchlist NDX AAPL httptcoQKaUpKwIoc,31
9321,2015-04-10,jameswneal Oh so funny Checked HK AAPL online shop just now Edition has June shipping PRC is clearly priority for Edition not US,31
9322,2015-04-10,AAPL  Raymond James downgrades Apple Watch ship times slip to MayJune httptcoRHJqwpGsR3,31
9323,2015-04-10,AAPL Apple Inc Shares Fall As Watch Sells Out Across Globe httptcoU8Do7hO6lN,31
9324,2015-04-10,Huge Weekend for AAPL  i Apple Watch 2 Apple TV amp HBO Now Game of Thrones Veep Silicon Valley new season premieres,31
9325,2015-04-10,Once AAPL gets more expensive it will start to be a smoother ride More expensiveless people interested in daytrading it,31
9326,2015-04-10,On The Fly Closing Wrap GE AAPL EXL BX WFC BXMT EXTR ANGO SYF Full Story httptco93ocffSMg7,31
9327,2015-04-10,AAPL ceo timcook does not look like a man who is seeing risk in his Watch launch here httpstcoAXe6NXsb3C,31
9328,2015-04-10,HP Apple Among Companies Benefiting From Other PC Makersa Misery httptcomzMSkdMDqk AAPL,31
9329,2015-04-10,Sold some AAPL and TSLA yesterday TSLA still poised for a run Will get back in on the dip,31
9330,2015-04-10,Alibaba Targets Smart Cars Smart Devices BABA BIDU AAPL GOOGL  TickerLens AAPL AAPLApple httptcoS6DviI426U httptcoQiZCtDjQoc,31
9331,2015-04-10,StockTwits The first Apple Watch order will happen TONIGHTIt starts at 1201 AM PT gt httptco47UbyseMei AAPL Everyone order,31
9332,2015-04-10,RT theflynews On The Fly Closing Wrap GE AAPL EXL BX WFC BXMT EXTR ANGO SYF Full Story httptco93ocffSMg7,31
9333,2015-04-10,jimcramer Most important day in April and your off AAPL watch and GE with no professor insight playinghooky,31
9334,2015-04-10,AAPLUS With primetime TV Apple hopes to hook customers for new Watch APPLE INC  httptcoDi3n5IQpvC SP500,31
9335,2015-04-10,Please buy lots of Apple watches long AAPL thanks,31
9336,2015-04-10,GEQSense Im out my short and Im done for the week  Take care AAPL,31
9337,2015-04-10,AAPLHigh Outflow of Money Witnessed in Apple Inchttptco0XfHBOoQsf,31
9338,2015-04-10,RT WSJ Apple will begin taking preorders for the Apple Watch on Friday at 1201 pm PT httptcowTx61d5y6A AAPL httptco3hUG28,31
9339,2015-04-10,RT TigerTrades eqjohnson elonmusk they need 2 build their brand name and prestige before the AAPL or aston martin electronic cars co,31
9340,2015-04-10,Raymond James downgrades Apple Watch ship times slip to MayJune AAPL  TickerLens AAPL AAPLApple wlst httptcoRNES29wofq,31
9341,2015-04-10,RT carlquintanilla 2nd downgrade of Apple this week  this time from Raymond James to mkt perform blaming slowing iPhone cycle AAPL ,31
9342,2015-04-10,RT tradewithjoe Something crazy 4 my followers who trade SPY  IWM TSLA FB AAPL PCLN TWTR BABA YHOO GPRO TLT GLD GDX  http,31
9343,2015-04-10,Expect to wait 46 weeks for your AppleWatch Only 1 of the 38 models is available for April 24 delivery  httptcoUfOLMPKxbD AAPL,31
9344,2015-04-10,Why SanDisk Dropped 21 in March SNDK AAPL httptcoS6DviHMrfm httptcoCiGxOcUGT2,31
9345,2015-04-10,AAPL  MARKET SNAPSHOT US Stocks Book 2nd Straight Weekly Gain httptcoGsgQzOkLc2,31
9346,2015-04-10,RT OptionAlert Largest open interest increases among single stock options for 410 include SBUX ALTR GE AAPL and MYL,31
9347,2015-04-10,APPLE Technicals  Daily Levels AAPL aapl httptcoBqTxpjCzDc,31
9348,2015-04-10,AAPL PeanutBuddaJamm I agree here I have a few flashy PeanutBuddaJamm httptcol2BtxMW5aR,31
9349,2015-04-10,FB AAPLCalling for Investors to be Patienthttptco1XTyD0NeNN,31
9350,2015-04-10,The hidden danger in Apple stock httptcoJzN1RKoJk7 Fortune AAPL,31
9351,2015-04-10,Apple Watch already getting 40 pct premium on eBay httptcoVTJ4b56RqE via CNBC AAPL,31
9352,2015-04-10,RT LizzyDuncan Big changes at GE Apple Watch in stores Trading at NoonhttptcoomqU5sxK1P AntonyMCurrie MalathiNayak GE AAPL,31
9353,2015-04-11,Analyst Apple Watch May Not Be A Threat To Garmin After All Benzinga  Garmin Ltd N httptcoK57e4G2crs AAPL GOOG PCLN K,31.0
9354,2015-04-11,DANGER ZONE VIDEO DJIA SPX COMPQ AAPL AMZN BA BIDU CVX GS FB GPRO IBM NFLX TSLA httptcorkI5DHFySz,31.0
9355,2015-04-11,Logging into Option Millionaires LIVE chat NOW httptcop8xsJwhCQG GOOG AAPL VIX stocks daytraders httptcoT5HQhP01PK,31.0
9356,2015-04-11,RT MarketWatch Apple and General Electric lead the share buyback table httptcoQ6ed2uFZcH GE AAPL httptcoqh3MPcSz3r,31.0
9357,2015-04-11,AAPL  Is Microsofts Windows Phone Making Any Progress httptcokaSsWCgSKj,31.0
9358,2015-04-11,Best new games of the week Last Voyage and Lettercraft httptcoyUZXA6axSQ AppAdvice AAPL httptco0CGsCjYF8B,31.0
9359,2015-04-11,3 reasons not to buy the Apple Watch AAPL httptcokbyNwJBTbP,31.0
9360,2015-04-11,AAPL Trades  out the gate In puts then call Double trouble But I keep cruising Cant stop wont stop moving D httptcoWcFq0gbwhW,31.0
9361,2015-04-11,TimCook says AppleWatch orders are great in visit to Palo Alto Apple Store wears custom watch wred crown httptcoIyJS8eIjAo AAPL,31.0
9362,2015-04-11,Apple in talks with musicians for exclusive streaming deals Bloomberg httptcooGRlbOetiF AAPL,31.0
9363,2015-04-11,OptionsAction True consumer sentiment on the AppleWatch AAPL wwwtipdoffcomrsQlSx55y httptcoi9eXY3uLR1,31.0
9364,2015-04-11,AAPL  IBM Used To Be Bigger Than Apple What Happened httptcoBC8sJgggoZ,31.0
9365,2015-04-12,RT Eternity100000 AAPL based on FRI Apr 10 closeBreakout  13169R2  12847R1  12779Pivot  12652S1  12584S2  12457Break,31.0
9366,2015-04-12,PlantMoneySeeds would love to see AAPL hit 130 by Wednesday,31.0
9367,2015-04-12,Sell AAPL  Earn 6 a month with our Top 10 Hedge Fund Artificial Intelligence gt httptcokR0C8PO61K SPY QQQ USD,31.0
9368,2015-04-12,The 10 biggest technology stories this week Apple Watch Game of Thrones httptco7BxPgvri1P AppAdvice AAPL httptcoanYjjW9lZe,31.0
9369,2015-04-12,RT takenstock Direction of the markets likely determined by next move in AAPL  Earnings is April 27 httptcoi7PdvHdeop,31.0
9370,2015-04-12,RT StockTwits A great comic from xkcd Especially now that the Apple Watch is out httptcosAKHKcqSaF AAPL httptcotLL20PTLZR,31.0
9371,2015-04-12,AAPLApple Finally Releases Apple Watch For PreOrder What Are httptcoKbClEMxPRH,31.0
9372,2015-04-12,Faster NVM Express SSD Interface Arrives on Retina MacBook and OS X 10103 Apple has quietly introdu httptcoJ0S0fC9pB9 AAPL,31.0
9373,2015-04-12,RT OMgiveaways Learn stock technical analysis and charting httptco6TAu75F3hy AAPL GOOG JRJC  LIVE  INTC  TWTR httptco7e,31.0
9374,2015-04-12,TWX AAPL CVCGame of Thrones Episodes Leaked Before Season Opener HBO httptco8VBVCXaaZP,31.0
9375,2015-04-12,Kenu Stance a compact tripod for iPhone httptcoMjBUlZoJdx iDownloadBlog AAPL httptco0Chj2j83ft,31.0
9376,2015-04-12,RT greensboronc IDCs Forecast Brings Good News for Apple Watch  Motley Fool httptcoIVU2L1ga12 Apple  AAPL,31.0
9377,2015-04-12,RT ppprophet Why the Next StockMarket Crash Will Happen Any Day Now httptcoxdh8wUbQNQ SPY SPX VIX DIA FB MSFT AAPL UWTI UGA,31.0
9378,2015-04-12,Free Video Trading Psychology Series Ignorance httptcoBlVFeFv02r trading startups stock AAPL money investor angel,31.0
9379,2015-04-12,RT WSJ The Apple Watch isnt just a tiny iPhone A tip sheet on how to use the new smartwatch httptcoaaZMtbfdbS AAPL httptcor,31.0
9380,2015-04-13,Great deal 84 off a 4year subscription to ibVPN Total Plan httptcolcOLY9yqCE iDownloadBlog AAPL httptcondvsaFsGwN,31
9381,2015-04-13,AAPL What can be achieved in a single second Apple redefines one second httptcoyVbLaS9PT3,31
9382,2015-04-13,RT camwilmot PR PC Shipments Beat Expectations Despite Great Ods According to IDC AAPL DELL HPQ httptcodGghIDxxu0 httpt,31
9383,2015-04-13,AAPL 127 up can we see 128 close,31
9384,2015-04-13,AAPL News Whats Wall Street Think Of The Apple Watch Now AAPL TipRanks httptcovRfSbawM75  Analyze httpstcoO91HSDGmuG,31
9385,2015-04-13,RT MattSoleyn Even Don Draper would be impressed with the advertising done by Apple today AAPL AppleWatch MadMen TV httptcoL0z,31
9386,2015-04-13,RT iPhoneTeam The Apple Watch beat Android smartwatch yearly sales in a single day AAPL GOOG,31
9387,2015-04-13,AAPL Gene Munster says Capital return headline number could be closer to 170B vs Street 150B  Piper Jaffray,31
9388,2015-04-13,econhedge AAPL Your tweet has been featured on Market Parse for iPhone httptcoYHInvBkJcO,31
9389,2015-04-13,AAPL 127 LONG Global Equities raises price target to 176 as AppleWatch exceeds expectations,31
9390,2015-04-13,RT ivanhoff jfahmy Last Nights BLOG POST 5 Reasons to Stay Bullish Over the NearTerm httptco92Yx9ssiBg SPY QQQ AAPL NFLX ,31
9391,2015-04-13,RT MarketWatch Apple sold 1 million iPhones this weekend In 2007 it took AAPL 74 days to sell its one millionth iPhone httptcoBn,31
9392,2015-04-13,RT amigobulls AAPL What can be achieved in a single second Apple redefines one second httptcoyVbLaS9PT3,31
9393,2015-04-13,JLG reviews tech medias Apple Watch reviews they all say very little of value amp nobody cares anyway gassee AAPL httptcoGG19xlOB5p,31
9394,2015-04-13,RT JustinPulitzer Weekend Review VIDEO SPY IWM QQQ TLT IBB AAPL AMZN BABA BIDU FB TWTR FEYE GILD GOOGL NFLX PCLN TSLA h,31
9395,2015-04-13,On The Fly Top stock stories at midday QCOM AAPL BLDR AGI AUQ SINA BAS Full Story httptcoMn7GO3r4t6,31
9396,2015-04-13,GuyAdami MelissaLeeCNBC RedDogT3 RiskReversal JustinPulitzer So PT AAPL around 175   Short AAPL vs 128 and long TWTR,31
9397,2015-04-13,RT Huskerbjr Which one are you getting RT FGIO56 Tried on amp got to demo the Apple Watch today its really cool AAPL,31
9398,2015-04-13,Apple Inc Could Prioritize Successful Product Fulfillment Over Spectacle Launches AAPL httptco1akSpTFk3y apple,31
9399,2015-04-13,Brazils iPhone investment falls short httptco6afNDTF9ZcAAPL,31
9400,2015-04-13,RT Benzinga Get ready to trade the week wRedDogT3 harmongreg TripleDTrader Spus talking AAPL NFLX FEYE live on httptcoM1szRi,31
9401,2015-04-13,Go AAPL calls gooooo,31
9402,2015-04-13,Most active OPTIONS BABA internet connected cars FB BAC earnings GE analyst buy rating AAPL watch preorders httptcodgetSRaPvJ,31
9403,2015-04-13,To those saying 1M AAPL watches preorder is disappointing At average price of 700 1M watches  700M  14 of FOSL 2014 Watch Sales,31
9404,2015-04-13,ARWR  Our number one percentage gainer today  Other setups we like JUNO AAPL FEYE TUBE JMEI  GPRO IBB More httptcoEZLsqTacFw,31
9405,2015-04-13,AAPL  Breaking The PR Mold For Apple Watch httptco45Y1MhA16r,31
9406,2015-04-13,MacurdyTrader AAPL Breaking The PR Mold For Apple Watch httptcocBtS7IIqsz,31
9407,2015-04-13,Apple Price Target Lifted To 176 At Global Equities On Watch Demand  httptcoTfAIMu1s87 AAPL httptcoUAM4pVzBua,31
9408,2015-04-13,RT barronstechblog Apple Watch First Weekend Numbers up to 25M Trouble for Fossil Movado  Tech Trader Daily  AAPL MOV FOSL http,31
9409,2015-04-13,AAPL needs above 130 to get long,31
9410,2015-04-13,Nokia Who Needs A Map httptcoHSJ5wjplHu AAPL TCEHY NOK,31
9411,2015-04-13,RT philstockworld Cantor Predicts AAPL Apple will gain one GOOG Google in Value This Year  httptco6LSjunUQe6  Still think we,31
9412,2015-04-14,Miss it MarketMovers 414 IBM amp Apple create Watson Health AAPL IBM Nokia confirm Alcatel merger talks NOK httptcoppH8pWqkkC,31
9413,2015-04-14,MOVERS amp SHAKERS httptcol07UaFcaAr JPM BLDR NSC AAPL INTC FAST WFC JNJ CSX BBY,31
9414,2015-04-14,Tuesday Morning Market Video httptcoBd6yiViYnB Covering Z   GOOGl  JPM  AAPL  INTC  DNKN  AXP  IWM  IBB  QQQ,31
9415,2015-04-14,THE BINARY OPTIONS COMPETITION WIN 100000 httptcoQEwKoFFlNt LNKD AAPL GOOGL GOOLD bones options forex forextrading Bonus,31
9416,2015-04-14,AAPL Daily Deals Alienware Alpha Seagate external storage Lytro camera httptcoZWI3YOkLLU MaximumPenny,31
9417,2015-04-14,APPLE Technicals  Monthly Weekly Levels AAPL aapl httptcosnUIfNWVWa,31
9418,2015-04-14,5 Reasons Apple May Build A Car AAPL httptco2oMEXaRquk,31
9419,2015-04-14,Apples Music Strategy Looks Increasingly Risky httptcoI5a4iTyQpE AAPL,31
9420,2015-04-14,RT TheStreetTech Five Reasons Why Apple Could Definitely Be Building a Car AAPL httptcoLCSB7aJr6Y httptcoN6rntryu7T,31
9421,2015-04-14,Apple Releases iOS 84 Preview With Radical Music Overhaul httptcoMpb2IvvWzZ AAPL,31
9422,2015-04-14,RT abnormalreturns Tuesday links internalizing performance biotech froth and AAPL design httptco1OH1JuigtI IBB XBI FXI UUP ,31
9423,2015-04-14,Raymond James Rating Update on Apple Inc NASDAQAAPL  TickerLens AAPL AAPLApple httptcoS6DviI426U httptcoMzB6RBWeby,31
9424,2015-04-14,AAPL out some more puts Whats the opposite of strong like bull,31
9425,2015-04-14,Workflow bringing over 200 automated actions to your AppleWatch httptcoBKVs4QfCgt AAPL,31
9426,2015-04-14,RT Bidnessetc Apple Watch To Maintain Desirability Post Launch Cantor  httptcoMDM3Hz8oW8 AAPL httptcoTrc3EXTfiG,31
9427,2015-04-14,AAPL  Gap filling reversal bar within outlined consolidation1261 Buyers httptcolujOM62aVr,31
9428,2015-04-14,VIX USD major indices GOOG PCLN TWTR FB AAPL EBAY GM DUST BABA httptcoJUFJoVvAWo httptcoiaCyNgV0NI,31
9429,2015-04-14,jamoralesberti AAPL Apple buys 3Dmultiimage camera module developer LinX httptco9Hv4akPD1I,31
9430,2015-04-14,RT zerobeta To those saying 1M AAPL watches preorder is disappointing At average price of 700 1M watches  700M  14 of FOSL 2014 ,31
9431,2015-04-15,Follow me into live stock chat GOOG PCLN TWTR FB AAPL EBAY GM DUST BABA httptcol9JkTCtpHR httptco1lthUGRyuK,31
9432,2015-04-15,RT AndySwan AAPL sideways  httptco62QCHboY9c,31
9433,2015-04-15,Platinum Members Saw Our Stock Alerts Gain Over 1600 In 4 Months Subscribe Here httptcovy1bjuKyNv IBM GOOG AAPL,31
9434,2015-04-15,AAPLNokia to buy AlcatelLucent in 17 billion dealhttptcorZrvrd7026,31
9435,2015-04-15,CapCrunch AAPL Normal action smothered by call option overhang which must make it a stock buy opportunity  ,31
9436,2015-04-15,Our Penny Stock Alert On OSLH Yesterday Closed Up 64 Get Our Next Pick Early httptcopZyycZELtf TRX AAPL GOOG,31
9437,2015-04-15,RT BullTradeDotCom AAPL will hit 129 within the next few days Money could be made on next weeks calls,31
9438,2015-04-15,Apple buys 3Dmultiimage camera module developer LinX AAPL httptcohKacSTmTyI,31
9439,2015-04-15,GILD News Volume leaders  CBOE AAPL NFLX C PBR KMI RIG MCP TWTR  httpstcoptaE0JN9os  Analyze httpstcoZJ6EkHS5fJ,31
9440,2015-04-15,Volume leaders  CBOE AAPL NFLX C PBR KMI RIG MCP TWTR GILD BAC,31
9441,2015-04-15,AAPL jimmybob Apple services profit contribution rising says UBS jimmybob httptcouArA25ESKs,31
9442,2015-04-15,Free Video Tutorial psychology of trading httptcoth4YrUzta4 TLT TNA QQQ SPY GPRO GOOG AAPL httptcobCyYREiOls,31
9443,2015-04-15,AAPL out half 50 baa,31
9444,2015-04-15,darktrader AAPL 49k buyer 12696 watching 127,31
9445,2015-04-15,RT CashRocket AAPL looking just like GILD before it took off COILED httptcoOCDfOJnnRI,31
9446,2015-04-15,Option Millionaires ced70 FWIWAAPL will be all over 129 within 23 httptcoU6VjIhuV0Y,31
