,Date,Tweets,Prices,Comp,Negative,Neutral,Positive,target
8474,2015-03-11,AAPLs new ResearchKit raises hopes questions for medical studies httptcoCTdzlep3On clinicaltrial clinicalinnovation,30.559998999999998,0.4215,0.0,0.797,0.203,2
8475,2015-03-11,RT angelamendoza75 RANsquawk Loving my Apple Watch AAPL httptcoNAiYYZjzBW de estos vamos a usar en EC por el paquetazo Diana,30.559998999999998,0.5994,0.0,0.822,0.178,2
8476,2015-03-11,JRNavarro75 every product AAPL exclaims why Apple will never buy TLSA  Designed by Apple not a manufacturer httptcoBW01TUbfNA,30.559998999999998,0.0,0.0,1.0,0.0,1
8477,2015-03-11,moshek258 These are mostly for play my real AAPL holdings are plain old common and LEAP BCS spreads,30.559998999999998,0.34,0.0,0.876,0.124,2
8478,2015-03-11,New iPhone 6S Touch Control Will Revolutionise Gaming AAPL httptcopkXhJ3zCre newiphone,30.559998999999998,0.0,0.0,1.0,0.0,1
8479,2015-03-11,AAPL News WSJ iPhone 6S will support haptics might come in pink AAPL  httptco1ZTMYf9CVl Board view httpstcoUKnOp0aS6J,30.559998999999998,0.4019,0.0,0.856,0.144,2
8480,2015-03-11,Also a good read stephaniemlee on AAPL Researchkits potential diversity problem httptcoCmboJkFB0y,30.559998999999998,0.0516,0.185,0.616,0.199,2
8481,2015-03-11,RT MattSoleyn AppStore Mac amp iOS iBooks Store iTunes Store all down per Apple Status page httptco2FgI31ZxXA AAPL http,30.559998999999998,0.0,0.0,1.0,0.0,1
8482,2015-03-11,RT ACInvestorBlog AAPL TSLA Apple Shareholders Propose Buying Tesla httptconb0NBrDFcO,30.559998999999998,0.0,0.0,1.0,0.0,1
8483,2015-03-11,Hope I win this iPad mini from ValueWalk AAPL httptcopK1ZFVyFl8 httptcoY5KbyHCuDC,30.559998999999998,0.7717,0.0,0.544,0.456,2
8484,2015-03-12,Pad and Quill Announces Luxury Pocket Charging Stand for Apple Watch iOS Blog Pad and Quill today a httptcoaiphSaZ8s0 AAPL,31.112499,0.0,0.0,1.0,0.0,1
8485,2015-03-12,TomLydon MoneyLifeShow MKTWJaffe Dow ETF Makes Way for Apple httptcovAoUq5Mdw1 podcast ETFs indexing AAPL DIA,31.112499,0.0,0.0,1.0,0.0,1
8486,2015-03-12,AAPLUS Apple Gets Sweet Deals From Mall Operators APPLE INC  httptcoPmntUXcZYM SP500,31.112499,0.4588,0.0,0.786,0.214,2
8487,2015-03-12,RT jimcramer Yes I was surprised and I cant believe he called in AAPL,31.112499,0.5574,0.0,0.685,0.315,2
8488,2015-03-12,AAPLApple CEO Tim Cook shocks CramerhttptcoyoP1Z8ao3J,31.112499,-0.3818,0.342,0.658,0.0,0
8489,2015-03-12,RT TheStreet Trouble for AAPL Chinas new smartphone boom favors cheaper brands httptcokoUhS4LcKl,31.112499,-0.1779,0.172,0.701,0.127,0
8490,2015-03-12,RT TheStreetTech Heres One Apple Watch Ad You Wont Be Able to Look Past AAPL httptcoJqPUUVWkve httptcoKqZg5wBexP,31.112499,0.0,0.0,1.0,0.0,1
8491,2015-03-12,Hope I win this iPad mini from ValueWalk AAPL httptcou8Z5BXeJVT httptcoZUyntgOs9L,31.112499,0.7717,0.0,0.544,0.456,2
8492,2015-03-12,Snowden report CIA tried hacking Apple AAPL devices for years httptcoUNVPZVcABE,31.112499,0.0,0.0,1.0,0.0,1
8493,2015-03-12,Thats a monstahfacerippah move off the lows but curb your enthusiasm Tomorrows Friday AAPL,31.112499,0.5346,0.086,0.677,0.237,2
8494,2015-03-12,Tim Cook offered Steve Jobs his liver and other revelations from new biography AAPL aaplhttptco3zcqF5EO2I,31.112499,0.0,0.0,1.0,0.0,1
8495,2015-03-12,RT ACInvestorBlog Stocks to keep an eye on March 13 2015 httptcortAHjG4pN4 AAPL ARTX CGNX GERN HPTX LEU,31.112499,0.0,0.0,1.0,0.0,1
8496,2015-03-12,AAPL long and strong Bounce off 618 fib daily nice candle today SPY in agreement,31.112499,0.8519,0.0,0.563,0.437,2
8497,2015-03-12,AAPL  Two Predictions for the Rest of 2015 httptcoZO10mvvmwG,31.112499,0.0,0.0,1.0,0.0,1
8498,2015-03-12,RT FayCortez Just 3 of cancer patients enroll in clinical trials w AAPLs RschKit Stanford got 1k an HOUR httptcoysLGxYmwV0 ,31.112499,-0.6597,0.206,0.794,0.0,0
8499,2015-03-12,Im interested n taking profits  103045 AM window on the EEM and RUT Shorts amp Flipin Long AAPL YM NQ NDX QQQ ES SPX SPY TF RUT,31.112499,0.6808,0.0,0.811,0.189,2
8500,2015-03-12,AAPL 124 will show anytime Eod 1245 possible,31.112499,0.0,0.0,1.0,0.0,1
8501,2015-03-12,Hope I win this iPad mini from ValueWalk AAPL httptcoang9ZVIj2G httptco8oi7W3FGS5,31.112499,0.7717,0.0,0.544,0.456,2
8502,2015-03-12,AAPL PeanutBuddaJamm Close above 125 Are we on the climb again PeanutBuddaJamm httptcoYX8Jqxg27c,31.112499,0.0,0.0,1.0,0.0,1
8503,2015-03-12,new blog post iWatch or my watch AAPL watches httptcoxagPsGMW9Z,31.112499,0.0,0.0,1.0,0.0,1
8504,2015-03-12,stockfutures show weakness retail s will be bad enough to send em red XRT M JWN AAPL SPY DIA IWM QQQ SquawkCNBC CNBC business,31.112499,-0.743,0.24,0.76,0.0,0
8505,2015-03-12,Weeklys Options activity in BAC amp C bank stress tests AAPL watch LOCO earnings TWTR NFLX AngieMiles  httptcoptksRnXKkv,31.112499,-0.4215,0.149,0.851,0.0,0
8506,2015-03-12,bought some AAPL 123 W C here  077080 for a quick trade,31.112499,0.0,0.0,1.0,0.0,1
8507,2015-03-12,drgitlin oh it wouldnt but it might be great for monitoring cognitive impairment was happening but AAPL moved the a ball WAY forward,31.112499,0.7684,0.0,0.788,0.212,2
8508,2015-03-12,Get the AAPL watch for 8 bux On Taobao httptcoRVzajsiZvz,31.112499,0.0,0.0,1.0,0.0,1
8509,2015-03-12,Learn stock technical analysis and charting httptco6TAu75F3hy AAPL GOOG JRJC  LIVE  INTC  TWTR httptcof1TDEkwVzY,31.112499,0.0,0.0,1.0,0.0,1
8510,2015-03-13,AAPL  Current Report Filing 8k httptcosdsBTnaOck,30.897499,0.0,0.0,1.0,0.0,1
8511,2015-03-13,MSFT digital assistant to head to Android AAPL devices httptcoz7ryUSU0A3,30.897499,0.0,0.0,1.0,0.0,1
8512,2015-03-13,Homepage Highlight Should There Be An AppleCar by NAlvesEJ AAPL TSLA APPLE httptcoxlVh0N2pHb,30.897499,0.34,0.0,0.833,0.167,2
8513,2015-03-13,DRShine having said that im thinking about moving back to day trading AAPL and GOOGL more liquidity there imo,30.897499,0.0,0.0,1.0,0.0,1
8514,2015-03-13,1010 for innovation AAPL Humor httptcoxArqRfQgDB,30.897499,0.5719,0.0,0.46,0.54,2
8515,2015-03-13,Very cool call in This is Tim in CA jimcramer timcook  AAPL httpstcoalmWw5gDhh,30.897499,0.3804,0.0,0.822,0.178,2
8516,2015-03-13,RT ArjunKharpal Apples Tim Cook calls jimcramer and the look on his face is brilliant httptcoOiAJxIvmOB AAPL httptco2xzvUaT,30.897499,0.5859,0.0,0.817,0.183,2
8517,2015-03-13,RTRS  EXCLUSIVEMicrosofts digital assistant to head to Android Apple devices  AAPL   GOOG   MSFT  GOOGL,30.897499,0.0,0.0,1.0,0.0,1
8518,2015-03-13,Hope I win this iPad mini from ValueWalk AAPL httptco7ulblNKjRK httptcopCUxcYqjGQ,30.897499,0.7717,0.0,0.544,0.456,2
8519,2015-03-13,AAPL This is Prad,30.897499,0.0,0.0,1.0,0.0,1
8520,2015-03-13,Jony Ives love of bling is turning Apple into a luxury goods company AAPL aaplhttptco9iMUDjV82w,30.897499,0.6369,0.0,0.756,0.244,2
8521,2015-03-13,Is AAPL strong at these levels read our analysis here httptcohuaLsH8iDZ,30.897499,0.5106,0.0,0.752,0.248,2
8522,2015-03-13,AAPL  Fanuc to Increase Shareholder Returns After Third Point Takes Stake httptcoHOaDfMshTk,30.897499,0.3182,0.0,0.827,0.173,2
8523,2015-03-13,Apples Cook hails record sales unbelievable year AAPL httptcoeeBk3cP7rq,30.897499,0.2023,0.0,0.816,0.184,2
8524,2015-03-13,Upcoming Steve Jobs Biography Reveals Untold Stories httptcoEledcF8Poz AAPL httptcoqFgGHMkAj3,30.897499,0.0,0.0,1.0,0.0,1
8525,2015-03-13,RT craigbuj interesting times ahead for the Apple Watch in China AAPL httptco3sRGnz8Mez,30.897499,0.4019,0.0,0.816,0.184,2
8526,2015-03-13,AAPL  A Look Inside Hedge Fund Holdings May Tell Us Where The Smart Money Thinks Stocks Are Headed httptcoJd2cRlvTXs,30.897499,0.4019,0.0,0.863,0.137,2
8527,2015-03-13,RT iMulitia Traders only New blog post  AAPL Fib retracements httptcochuOVqipXy,30.897499,0.0,0.0,1.0,0.0,1
8528,2015-03-13,Apple Car New details on top secret Project Titan revealed P AAPL httptcoh0pSFrCqqS,30.897499,0.2023,0.0,0.859,0.141,2
8529,2015-03-13,Hope I win this iPad mini from ValueWalk AAPL httptcoecaHRYMrQ3 httptcoTvtaukDBdp,30.897499,0.7717,0.0,0.544,0.456,2
8530,2015-03-13,PreMarket stocks Most Active TVIX httptcogqrWctLRIC WSTC httptcohqFl5LUdq2 AAPL httptcoTo9I2zpRXm,30.897499,0.4576,0.0,0.75,0.25,2
8531,2015-03-13,THE BINARY OPTIONS COMPETITION WIN 100000 httptcoQEwKoFFlNt LNKD AAPL GOOGL GOOLD bones options forex forextrading Bonus,30.897499,0.8415,0.0,0.635,0.365,2
8532,2015-03-13,Millionaire trading student httptco57BRWn2qIg made millions learning to trade from httptco0Kj87hsj2y AAPL CNAT ICPT,30.897499,0.0,0.0,1.0,0.0,1
8533,2015-03-13,Steve LeVine at Google  The Powerhouse Inside the Invention of a Battery to Save the World  httpstcovbUXeaQ77O GOOG AAPL TSLA,30.897499,0.4939,0.0,0.849,0.151,2
8534,2015-03-13,Fanuc to Increase Shareholder Returns After Third Point Takes Stake Fanuc to Increase Sh httptcoI8ek8xoQxk AAPL Invest Apple,30.897499,0.5574,0.0,0.777,0.223,2
8535,2015-03-13,deadmau5mania but the chick at my local apple store is such a cute 21 year old man I gotta impress her AAPL,30.897499,0.8338,0.0,0.696,0.304,2
8536,2015-03-13,How adding Apple helps the Dow soften the earnings blow from oils slide httptcodU4I4p5zDC via forbes AAPL DJIA XOM CVX,30.897499,0.3818,0.0,0.88,0.12,2
8537,2015-03-14,AAPLAround 69 Americans Not Interested In Apple Inc AAPLs httptcoS5gncKb8ZX,31.067498999999998,-0.3089,0.201,0.799,0.0,0
8538,2015-03-14,Apples first tablet the Newton MessagePad AAPL httptcomdz6qLl4FA,31.067498999999998,0.0,0.0,1.0,0.0,1
8539,2015-03-14,Why insurers will subsidise the Apple Watch by EMostaque httpstcobe1TmDrmzR AAPL,31.067498999999998,0.0,0.0,1.0,0.0,1
8540,2015-03-14,Hope I win this iPad mini from ValueWalk AAPL httptcomOHvuXvrcA httptcojFra4z4Dun,31.067498999999998,0.7717,0.0,0.544,0.456,2
8541,2015-03-14,AAPLTag Archives Apple IncshttptcoaJ7vUhywFA,31.067498999999998,0.0,0.0,1.0,0.0,1
8542,2015-03-14,Reuters Poll Says 69 Americans Dont Care About Apple Watch httptco9Oyb4W9GBh AAPL httptco5FFS4W5NGV,31.067498999999998,-0.3875,0.18,0.82,0.0,0
8543,2015-03-14,RT taddoughty AAPL new Macbook and iPad Air logic board side by side New macbook just a bigger phone you decide Apple httptco,31.067498999999998,0.0,0.0,1.0,0.0,1
8544,2015-03-14,Track curated news and tweets for multiple tickers US Tech Giants httptcokdZSg01UFl MSFT TWTR AAPL FB GOOGL,31.067498999999998,0.0,0.0,1.0,0.0,1
8545,2015-03-14,VIX USD major indices GOOG PCLN TWTR FB AAPL EBAY GM DUST BABA httptcoJUFJoVvAWo httptcoQTPVC0YUjw,31.067498999999998,0.0,0.0,1.0,0.0,1
8546,2015-03-14,Hope I win this iPad mini from ValueWalk AAPL httptcow1haFKD6Fq httptcoUJMBcJMj8o,31.067498999999998,0.7717,0.0,0.544,0.456,2
8547,2015-03-14,httptcoi6I3uSp0cc   SuperTrades student on track to 1 million profit 1st year trading BLUE CERS VTL AAPL CALA CEMP,31.067498999999998,0.4404,0.0,0.847,0.153,2
8548,2015-03-14,APPLE Technicals  Monthly Daily Seasonalities Levels AAPL aapl httptcos4y9o3Pp3J,31.067498999999998,0.0,0.0,1.0,0.0,1
8549,2015-03-14,Emails to my Mom on Apples Stock AAPL httptcogtBWmbcgrG,31.067498999999998,0.0,0.0,1.0,0.0,1
8550,2015-03-14,Logging in now to live stock chat httptcondv5bWOOj4 GOOG AAPL FB EBAY options stocks daytrading httptcoRJVA5sVJLh,31.067498999999998,0.0,0.0,1.0,0.0,1
8551,2015-03-14,RT BreakingOutBad AAPL people said that the iPhone would fail or not be widely used just as they are saying about the watch Itll be h,31.067498999999998,-0.5423,0.127,0.873,0.0,0
8552,2015-03-15,Whos afraid of the Apple Watch AAPL  Apple Insider httptcoKRKqKYDktq,31.067498999999998,0.0,0.0,1.0,0.0,1
8553,2015-03-15,Can Apple Disrupt the Luxury Watch Market Depends On How You Define Disrupt  httptcoRFObXc0GYC AAPL GOOG PCLN K,31.067498999999998,0.0,0.0,1.0,0.0,1
8554,2015-03-15,RT ClassActionsLaw INVN sued for not timely disclosing huge discounts it gave AAPL in supply contract for iphone 6  GTAT redux http,31.067498999999998,-0.2411,0.089,0.911,0.0,0
8555,2015-03-15,QIWI Short Sales Updated Sunday March 15 2015 040313 AM AAPL SWKS MRK UWTI httptcobmD3F8ooVI,31.067498999999998,0.0,0.0,1.0,0.0,1
8556,2015-03-15,Check this AAPL JOBS GDP FINRA debt NASDAQ httpstcoF25ayvLcxU,31.067498999999998,-0.3612,0.238,0.762,0.0,0
8557,2015-03-15,AAPL  Retirement Strategy This Year The Ides Of March Are On My Side httptcodcWngClXsK,31.067498999999998,0.0,0.0,1.0,0.0,1
8558,2015-03-15,Apple Electric iCar How to invest in Lithium Just follow the money httpstcoUbThlPCFgR ILHMF TRRXF AAPL TSLA LIT SQM FMC,31.067498999999998,0.0,0.0,1.0,0.0,1
8559,2015-03-15,Some employees really do deserve that raise DailyDilbert SundayFunday GOOG AAPL httptcouN3J2ztfct,31.067498999999998,0.0,0.0,1.0,0.0,1
8560,2015-03-15,Whos afraid of the Apple Watch AAPL  Apple Insider httptconzEksBD2ZX,31.067498999999998,0.0,0.0,1.0,0.0,1
8561,2015-03-15,RT mmarchant The Golden Age Of Radio Bedevils PCs And Tablets Alike AAPL httptco3RunsbAXic,31.067498999999998,0.0,0.0,1.0,0.0,1
8562,2015-03-15,Whos afraid of the Apple Watch AAPL httptcomF8sHk3mq4,31.067498999999998,0.0,0.0,1.0,0.0,1
8563,2015-03-15,Whos afraid of the Apple Watch AAPL httptcoyflz0yNsHF apple applenews,31.067498999999998,0.0,0.0,1.0,0.0,1
8564,2015-03-15,RT tim The Economist is already calling time on AppleWatch Certainly wont match iPod success httpstcopZr4QtmhW2 AAPL mobile,31.067498999999998,-0.1526,0.14,0.748,0.112,0
8565,2015-03-15,These assets are seeing a jump in tweets WS Atkins PLCstock AAPL httptcoaEkSd9FH9o,31.067498999999998,0.1779,0.0,0.866,0.134,2
8566,2015-03-15,Wow MTWSJ Apple draws so many shoppers its stores singlehandedly lift sales 10 at malls they operate in httptcoJPS44eslqi AAPL,31.067498999999998,0.5859,0.0,0.833,0.167,2
8567,2015-03-15,RT TheStreet Each Apple Watch Edition would contain 2ounces of gold only half of what a gold Rolex contains httptcoaIs45WpLu0 AAPL,31.067498999999998,0.0,0.0,1.0,0.0,1
8568,2015-03-16,RT wallstreetstock AAPL  International Business Machines Corp Has a Path to Success httptcokaiEw6Rci2,31.237499,0.5719,0.0,0.748,0.252,2
8569,2015-03-16,AAPL GOOGApple To Offer Gift Cards To Android Users Willing To TradeIn httptcoZHqp0Yw4kG,31.237499,0.4404,0.0,0.805,0.195,2
8570,2015-03-16,AAPL  Can Google Incs Chromebook Pixel Challenge Apple Incs New MacBook httptcohFEZqg6mdf,31.237499,0.0772,0.0,0.894,0.106,2
8571,2015-03-16,AAPL  Apple Inc Poaches One of Intel Corporations Top Engineers httptcoAqrQgJbK7i,31.237499,0.2023,0.0,0.847,0.153,2
8572,2015-03-16,Free Stock Options Tutorial payoff diagrams httptcoaap6sE3zNm PCLN NFLX V AAPL CAT NUGT DUST httptcoC9ZG1oIVUI,31.237499,0.5106,0.0,0.798,0.202,2
8573,2015-03-16,TheRealFly Apple AAPL,31.237499,0.0,0.0,1.0,0.0,1
8574,2015-03-16,RT OspreyFlyer Apple Pay vs Google Wallet vs Samsung PayDrawing the Battle Lineshttptco6A3PJLH6abAAPL GOOGL ApplePay httpt,31.237499,-0.4588,0.222,0.778,0.0,0
8575,2015-03-16,Adding Apple helps Dow blunt the blow to earnings from oils slide httptcodU4I4p5zDC AAPL DJIA,31.237499,0.3818,0.0,0.843,0.157,2
8576,2015-03-16,Hope I win this iPad mini from ValueWalk AAPL httptcoGaYdpGf50A httptcoZWJCxKTZHx,31.237499,0.7717,0.0,0.544,0.456,2
8577,2015-03-16,Apple Stock This Trend Smells Like Opportunity AAPL httptcobMkHnMXuxZ,31.237499,0.6486,0.0,0.569,0.431,2
8578,2015-03-16,RT AgendaWeek Business Unites to Break SameSex Marriage Bans httptcoItBVZ2KCT9 corpgov AAPL GOOG FB KO AMZN XRX,31.237499,0.0,0.0,1.0,0.0,1
8579,2015-03-16,Watch for these Options trading traps httptcovJaEdon2ei  AAPL GOOGL PCLN,31.237499,0.0,0.0,1.0,0.0,1
8580,2015-03-16,SXLP has call volume of 81k nearly half of AAPL call volume of 165k,31.237499,0.0,0.0,1.0,0.0,1
8581,2015-03-16,RT TheStreet Apple Pay fraud is growing and banks cant deal httptcojaiKDJVd59 AAPL,31.237499,-0.5423,0.308,0.592,0.101,0
8582,2015-03-16,Analyst Why Apple created the 10000 Apple Watch Edition AAPL  httptcooIwh0qB0Ex,31.237499,0.25,0.0,0.833,0.167,2
8583,2015-03-16,RT YahooFinance Why I dont like the 17000 Apple Watch httptcoKS3lj6KFnW via MicroFundy AAPL httptcoO4wWdzkTRr,31.237499,-0.2755,0.14,0.86,0.0,0
8584,2015-03-16,Forget Apple Inc Here Are Better Tech Stocks to Buy  TickerLens AAPL AAPLApple httptcoS6DviHMrfm httptcopEz3rv8aEZ,31.237499,0.25,0.107,0.73,0.163,2
8585,2015-03-16,AAPL  Apples iWatch Is Not A Catalyst For Gold httptcoZi5bpKYZFn,31.237499,0.0,0.0,1.0,0.0,1
8586,2015-03-16,RT WeaRRableTech Whos afraid of the Apple Watch AAPL httptcoTuhSFVuKmL,31.237499,0.0,0.0,1.0,0.0,1
8587,2015-03-16,Is Google Stock a Better Buy Than Apple Inc Today AAPL httptcoSfVs98BLNb,31.237499,0.4404,0.0,0.775,0.225,2
8588,2015-03-16,Hope I win this iPad mini from ValueWalk AAPL httptcoeMATjFtIsO httptcop6o93XJNuI,31.237499,0.7717,0.0,0.544,0.456,2
8589,2015-03-16,Weekend Review VIDEO 315 SPY IWM QQQ TLT AAPL AMZN BABA EBAY FB TWTR GILD GOOGL PCLN PANW TSLA httpstcorZcNASrtqf,31.237499,0.0,0.0,1.0,0.0,1
8590,2015-03-17,WSJ Apple announcing 3040month Web TV service in June shipping in httptco8yznYHX65l 9to5Mac AAPL httptcoLUHG5Z4cLR,31.76,0.0,0.0,1.0,0.0,1
8591,2015-03-17,Any update on if Blodget is reinvesting his AAPL dividends or taking them as cash to guard against a crash  CC buckdeerstocks4,31.76,-0.4019,0.119,0.881,0.0,0
8592,2015-03-17,Apple Web Television Service Would Awaken A Sleeping Apple TV Giant httpstcoxFIQYrj5ph AAPL,31.76,0.0,0.0,1.0,0.0,1
8593,2015-03-17,RT Hedgology Apple from last week Stay ScheminAAPL httptco9zqz4wKDvb,31.76,0.0,0.0,1.0,0.0,1
8594,2015-03-17,AAPL  Android Taxonomies httptco2bZwvqazDI,31.76,0.0,0.0,1.0,0.0,1
8595,2015-03-17,The problem with an AAPL streaming service for me is that Im locked into cable just for MSG and the Rangers,31.76,-0.4019,0.119,0.881,0.0,0
8596,2015-03-17,WSJ Apple working to launch Internet TV service this fall with 25 channels httptcowGigSIDmEg iDownloadBlog AAPL,31.76,0.0,0.0,1.0,0.0,1
8597,2015-03-17,RT WSJ Apple could price its proposed online TV service at 30 to 40 and launch in September httptcoYzqsaW53Le AAPL,31.76,0.0,0.0,1.0,0.0,1
8598,2015-03-17,Apple could price its proposed online TV service at 30 to 40 and launch in September httptcojbxHr3m7Lb AAPL,31.76,0.0,0.0,1.0,0.0,1
8599,2015-03-17,WMIH Financials Updated Monday March 16 2015 90324 PM EWG MHYS AAPL SMH httptco5m3c7PyDUQ,31.76,-0.4648,0.189,0.811,0.0,0
8600,2015-03-17,jameswneal Dj vu yet another rumored  phantom delay of a unicorn product carlquintanilla will casually label it a reportAAPL,31.76,-0.1531,0.121,0.789,0.089,0
8601,2015-03-17,AAPL  Apple Could be About to Devastate Garmin Shareholders httptco9Tyt10ZreK,31.76,-0.6249,0.313,0.687,0.0,0
8602,2015-03-17,Will this new streaming service from Apple seriously disrupt the cable industry httptcovNvTckXjyL AAPL NFLX AMZN,31.76,-0.1779,0.102,0.898,0.0,0
8603,2015-03-17,AAPL  The 12inch MacBook vs 13inch MacBook Air  How Does Apples New Notebook Fit Into the Mac Mix httptcofQXRFOkwEc,31.76,0.3612,0.0,0.878,0.122,2
8604,2015-03-17,Stocks mostly end down ahead of Fed oil falls  httptcor9idNri7vh AAPL GOOG PCLN K,31.76,0.0,0.0,1.0,0.0,1
8605,2015-03-17,RT ForbesTech Apple spent more in buybacks than any other SampP company in 4Q2014 httptcoQA188HTLWE AAPL httptcogo6ShhH5Ir,31.76,0.0,0.0,1.0,0.0,1
8606,2015-03-17,RT ausbusiness AAPL Apples plans for building a streaming TV service are coming into sharper focus httptcoz31a4wipfv httptco,31.76,0.0,0.0,1.0,0.0,1
8607,2015-03-17,Watchlist AKAM AAPL ISIS FB JUNO ANET NXPI PANW CAVM QRVO IWM TNA FASEps ORCL ADBE AVID DSW RNF ZBRA FRSH,31.76,0.4466,0.0,0.872,0.128,2
8608,2015-03-17,AAPL  MARKET SNAPSHOT US Stocks Futures Dip As PreFOMC Jitters Grow httptcoo4DddolZSK,31.76,0.0,0.0,1.0,0.0,1
8609,2015-03-17,Will it survive Find out here httptcoRSegwJ2fz2 UPRO GRPO OCAT IBB HYG ILMN XON ZIOP GOOG AAPL httptcodeahxyj6jI,31.76,0.0,0.0,1.0,0.0,1
8610,2015-03-17,RT WSJbusiness Apple is in talks to launch online TV service AAPL httptcosLWPBbzxFu,31.76,0.0,0.0,1.0,0.0,1
8611,2015-03-17,WOW  AAPL 768B Worth More Than Mexican 538B Russian 553B and Malaysian 523B Stock Markets httptcoYMBaszzHNk,31.76,0.7531,0.0,0.685,0.315,2
8612,2015-03-17,Algorithmic Forecast For GILD MU ZNH MSFT amp AAPL amp 10 Bullish Stock Picks Based On Machine Learning  gtgt httptcoD9JbmWKrsd,31.76,0.0,0.0,1.0,0.0,1
8613,2015-03-17,Algorithmic Forecast For GILD MU ZNH MSFT amp AAPL amp 10 Bullish Stock Picks Based On Machine Learning  gtgt httptcoiljFx4Dwr9,31.76,0.0,0.0,1.0,0.0,1
8614,2015-03-17,AAPL  MARKET SNAPSHOT US Stocks Fall As Investors Brace For Fed Statement httptcoOXDGfVGUKu,31.76,0.0,0.0,1.0,0.0,1
8615,2015-03-17,AAPL US jury clears Apple of infringing wireless tech patents httptco836I6e3nFk,31.76,0.0772,0.0,0.885,0.115,2
8616,2015-03-17,Apple spent more in buybacks than any other SampP company in 4Q2014 httptcox5fOdHjDTR AAPL httptcoXaniuQhjzw,31.76,0.0,0.0,1.0,0.0,1
8617,2015-03-17,MarketWatch RT mcof Shares of cable companies fall while AAPL rallies on talk of Apple TV service  httptcobBYjTBOZ0A,31.76,0.296,0.0,0.885,0.115,2
8618,2015-03-17,the difference between cable companies amp AAPL  AAPL actually understands and cares about what their customers want,31.76,0.5106,0.0,0.777,0.223,2
8619,2015-03-17,Hello from John AAPL CSCO INTC IBM linkedfa Take a look at httptcoCUWGUlfwo6,31.76,0.0,0.0,1.0,0.0,1
8620,2015-03-17,AAPL other wise they are selling 127 or 128 callscall spreads from above the 20day SMA at 1276s,31.76,0.4767,0.0,0.846,0.154,2
8621,2015-03-17,AAPL  MARKET SNAPSHOT US Stocks Futures Dip As PreFOMC Jitters Start To Seep In httptco4DnkKU9ppA,31.76,0.0,0.0,1.0,0.0,1
8622,2015-03-17,UPRO Market CapClick Here httptcoqSGLoaQ0dXAlso See AAPL JDST FXE VTI ,31.76,0.0,0.0,1.0,0.0,1
8623,2015-03-17,AAPL  Peugeot CEO Uses Cost Cuts to Turn Corner on Profitability httptcoEGnjv0QP2d,31.76,-0.0258,0.154,0.699,0.147,0
8624,2015-03-17,AAPL EBAY FB GOOGLFacebook to Let Friends Send Money Through Messenger ApphttptcoEutK7fZPQe,31.76,0.4767,0.0,0.78,0.22,2
8625,2015-03-18,Apple Incs NASDAQAAPL Watch May Face Supply and Demand Mismatch  TickerLens AAPL AAPLApple wlst httptconKy9ZGYVyR,32.1175,-0.128,0.097,0.903,0.0,0
8626,2015-03-18,Top 5 Stocks of 2015 Free HD Video GOOGL AAPL TSLA SSYS VXX VIX SPY SPX stocks httptcoM2rcBOWo2Z httptcod1PtTchsPc,32.1175,0.6249,0.0,0.758,0.242,2
8627,2015-03-18,Apples Augmented Reality Distortion Field by PhilipeD at Forbes smartglasses wearables AAPL gtgt httptcohbR0sytP9z,32.1175,0.0,0.0,1.0,0.0,1
8628,2015-03-18,RT MarketSmith Who Will Buy The Apple Watch httptcoZkTOLqbtux AAPL,32.1175,0.0,0.0,1.0,0.0,1
8629,2015-03-18,AAPL  Apple Inc Give Us Your Android Phone httptcofZ3l3qoEw8,32.1175,0.0,0.0,1.0,0.0,1
8630,2015-03-18,AAPL ORCLUBS Group Weighs In Positively On Apple Inc And Oracle Corporationhttptcoa8kix5NVtc,32.1175,0.5267,0.0,0.764,0.236,2
8631,2015-03-18,I keep TSLA in my long portfolio In my opinion not having at least some long term is similar to not having AAPL in the 80s Big mistake,32.1175,-0.34,0.085,0.915,0.0,0
8632,2015-03-18,AAPL  Facebooks Money Transfer Service Could Hurt Western Union MoneyGram PayPal And Xoom httptco1lYiorxfrZ,32.1175,-0.5267,0.207,0.793,0.0,0
8633,2015-03-18,AAPL EBAY FB GOOGLFacebook to Let Friends Send Money Through Messengerhttptco6QO4bggAgi,32.1175,0.4767,0.0,0.763,0.237,2
8634,2015-03-18,AAPL  Apple un analyste relve son objectif le titre avance httptcoIgTmngRFLa,32.1175,0.0,0.0,1.0,0.0,1
8635,2015-03-18,httptcoOM9hS9Ofzw lt 2 stocks trading books 1 entertaining and 1 educational Both awesome  stocks trading TWTR YHOO AAPL,32.1175,0.7906,0.0,0.65,0.35,2
8636,2015-03-18,TEAM 112 Alert Apple AAPL became MBR of the DOW 30 after todays close ATTampT Guess you could say Dow hung up on T DISCONNECTED LOL,32.1175,0.694,0.0,0.8,0.2,2
8637,2015-03-18,AAPL 5day moving average changed to upwardtrending yesterday and good followthrough today Still have 13 of my hedge but looks better,32.1175,0.7003,0.0,0.766,0.234,2
8638,2015-03-18,Apple Fighting The Battle That Cant Be Won httptco8iEdMVggeB AAPL,32.1175,-0.7963,0.536,0.464,0.0,0
8639,2015-03-18,RT Briefingcom AAPL Apple Note AAPL added to the DJIA effective at the close of trading today httptcolb9yHyH0lk,32.1175,0.4767,0.0,0.846,0.154,2
